Date,Open,Close
2022-09-07,18790.61,19292.84
2022-09-08,19292.85,19319.77
2022-09-09,19320.54,21360.11
2022-09-10,21361.62,21648.34
2022-09-11,21647.21,21826.87
2022-09-12,21826.87,22395.74
2022-09-13,22395.44,20173.57
2022-09-14,20173.62,20226.71
2022-09-15,20227.17,19701.88
2022-09-16,19701.88,19803.3
2022-09-17,19803.3,20113.62
2022-09-18,20112.61,19416.18
2022-09-19,19417.45,19537.02
2022-09-20,19537.02,18875.0
2022-09-21,18874.31,18461.36
2022-09-22,18461.36,19401.63
2022-09-23,19401.63,19289.91
2022-09-24,19288.57,18920.5
2022-09-25,18921.99,18807.38
2022-09-26,18809.13,19227.82
2022-09-27,19226.68,19079.13
2022-09-28,19078.1,19412.82
2022-09-29,19412.82,19591.51
2022-09-30,19590.54,19422.61
2022-10-01,19422.61,19310.95
2022-10-02,19312.24,19056.8
2022-10-03,19057.74,19629.08
2022-10-04,19629.08,20337.82
2022-10-05,20337.82,20158.26
2022-10-06,20158.26,19960.67
2022-10-07,19960.67,19530.09
2022-10-08,19530.09,19417.96
2022-10-09,19416.52,19439.02
2022-10-10,19439.96,19131.87
2022-10-11,19131.87,19060.0
2022-10-12,19060.0,19155.53
2022-10-13,19155.1,19375.13
2022-10-14,19375.58,19176.93
2022-10-15,19176.93,19069.39
2022-10-16,19068.4,19262.98
2022-10-17,19262.98,19549.86
2022-10-18,19548.48,19327.44
2022-10-19,19327.44,19123.97
2022-10-20,19123.35,19041.92
2022-10-21,19041.92,19164.37
2022-10-22,19164.37,19204.35
2022-10-23,19204.29,19570.4
2022-10-24,19570.4,19329.72
2022-10-25,19330.6,20080.07
2022-10-26,20079.02,20771.59
2022-10-27,20771.61,20295.11
2022-10-28,20295.11,20591.84
2022-10-29,20591.84,20809.67
2022-10-30,20809.68,20627.48
2022-10-31,20627.48,20490.74
2022-11-01,20490.74,20483.62
2022-11-02,20482.81,20151.84
2022-11-03,20151.84,20207.82
2022-11-04,20207.12,21148.52
2022-11-05,21148.52,21299.37
2022-11-06,21299.37,20905.58
2022-11-07,20905.58,20591.13
2022-11-08,20590.67,18547.23
2022-11-09,18545.38,15922.81
2022-11-10,15922.68,17601.15
2022-11-11,17602.45,17070.31
2022-11-12,17069.98,16812.08
2022-11-13,16813.16,16329.85
2022-11-14,16331.78,16619.46
2022-11-15,16617.72,16900.57
2022-11-16,16900.57,16662.76
2022-11-17,16661.61,16692.56
2022-11-18,16692.56,16700.45
2022-11-19,16699.43,16700.68
2022-11-20,16700.68,16280.23
2022-11-21,16279.5,15781.29
2022-11-22,15781.29,16226.94
2022-11-23,16227.96,16603.11
2022-11-24,16603.11,16598.95
2022-11-25,16599.55,16522.14
2022-11-26,16521.35,16458.57
2022-11-27,16457.61,16428.78
2022-11-28,16428.77,16212.91
2022-11-29,16212.18,16442.53
2022-11-30,16442.91,17163.64
2022-12-01,17165.53,16977.37
2022-12-02,16978.0,17092.74
2022-12-03,17092.13,16885.2
2022-12-04,16885.2,17105.7
2022-12-05,17106.65,16966.35
2022-12-06,16966.35,17088.96
2022-12-07,17088.96,16836.64
2022-12-08,16836.64,17224.1
2022-12-09,17224.1,17128.56
2022-12-10,17128.56,17127.49
2022-12-11,17127.49,17085.05
2022-12-12,17085.05,17209.83
2022-12-13,17208.93,17774.7
2022-12-14,17775.82,17803.15
2022-12-15,17804.01,17356.34
2022-12-16,17356.96,16632.12
2022-12-17,16631.5,16776.52
2022-12-18,16777.54,16738.21
2022-12-19,16739.0,16438.88
2022-12-20,16438.88,16895.56
2022-12-21,16896.15,16824.67
2022-12-22,16824.68,16821.43
2022-12-23,16821.9,16778.5
2022-12-24,16778.52,16836.12
2022-12-25,16835.73,16832.11
2022-12-26,16832.11,16919.39
2022-12-27,16919.39,16706.36
2022-12-28,16706.06,16547.31
2022-12-29,16547.32,16633.47
2022-12-30,16633.47,16607.48
2022-12-31,16607.48,16542.4
2023-01-01,16541.77,16616.75
2023-01-02,16617.17,16672.87
2023-01-03,16672.78,16675.18
2023-01-04,16675.65,16850.36
2023-01-05,16850.36,16831.85
2023-01-06,16831.85,16950.65
2023-01-07,16950.31,16943.57
2023-01-08,16943.83,17127.83
2023-01-09,17127.83,17178.26
2023-01-10,17179.04,17440.66
2023-01-11,17440.64,17943.26
2023-01-12,17943.26,18846.62
2023-01-13,18846.62,19930.01
2023-01-14,19930.01,20954.92
2023-01-15,20952.76,20871.5
2023-01-16,20872.99,21185.65
2023-01-17,21185.65,21134.81
2023-01-18,21132.29,20677.47
2023-01-19,20677.47,21071.59
2023-01-20,21071.59,22667.21
2023-01-21,22666.0,22783.55
2023-01-22,22783.35,22707.88
2023-01-23,22706.02,22916.45
2023-01-24,22917.81,22632.89
2023-01-25,22631.94,23060.94
2023-01-26,23060.42,23009.65
2023-01-27,23009.65,23074.16
2023-01-28,23074.16,23022.6
2023-01-29,23021.4,23742.3
2023-01-30,23743.37,22826.15
2023-01-31,22827.38,23125.13
2023-02-01,23125.13,23732.66
2023-02-02,23731.41,23488.94
2023-02-03,23489.33,23431.9
2023-02-04,23431.9,23326.84
2023-02-05,23327.66,22932.91
2023-02-06,22932.91,22762.52
2023-02-07,22762.52,23240.46
2023-02-08,23242.42,22963.0
2023-02-09,22961.85,21796.35
2023-02-10,21797.83,21625.19
2023-02-11,21625.19,21862.55
2023-02-12,21862.02,21783.54
2023-02-13,21782.37,21773.97
2023-02-14,21774.63,22199.84
2023-02-15,22199.84,24324.05
2023-02-16,24322.87,23517.72
2023-02-17,23517.72,24569.97
2023-02-18,24568.24,24631.95
2023-02-19,24632.05,24271.76
2023-02-20,24272.51,24842.2
2023-02-21,24843.89,24452.16
2023-02-22,24450.67,24182.21
2023-02-23,24182.21,23940.2
2023-02-24,23940.2,23185.29
2023-02-25,23184.04,23157.07
2023-02-26,23157.07,23554.85
2023-02-27,23554.85,23492.09
2023-02-28,23492.09,23141.57
2023-03-01,23141.57,23628.97
2023-03-02,23629.76,23465.32
2023-03-03,23465.32,22392.39
