Date,Close
2019-08-24,10150.07
2019-08-25,10141.75
2019-08-26,10364.91
2019-08-27,10175.47
2019-08-28,9722.83
2019-08-29,9492.81
2019-08-30,9587.25
2019-08-31,9624.54
2019-09-01,9768.36
2019-09-02,10387.5
2019-09-03,10625.1
2019-09-04,10585.2
2019-09-05,10556.16
2019-09-06,10309.91
2019-09-07,10491.96
2019-09-08,10420.88
2019-09-09,10314.88
2019-09-10,10109.46
2019-09-11,10165.01
2019-09-12,10428.96
2019-09-13,10372.29
2019-09-14,10365.56
2019-09-15,10313.02
2019-09-16,10271.79
2019-09-17,10198.62
2019-09-18,10163.38
2019-09-19,10281.03
2019-09-20,10176.38
2019-09-21,9988.38
2019-09-22,10036.98
2019-09-23,9694.6
2019-09-24,8542.54
2019-09-25,8446.97
2019-09-26,8074.99
2019-09-27,8201.36
2019-09-28,8223.65
2019-09-29,8065.26
2019-09-30,8314.62
2019-10-01,8326.64
2019-10-02,8391.52
2019-10-03,8246.3
2019-10-04,8168.05
2019-10-05,8172.48
2019-10-06,7868.31
2019-10-07,8215.11
2019-10-08,8191.87
2019-10-09,8593.16
2019-10-10,8596.57
2019-10-11,8278.05
2019-10-12,8316.66
2019-10-13,8296.34
2019-10-14,8363.94
2019-10-15,8173.48
2019-10-16,8014.39
2019-10-17,8082.46
2019-10-18,7972.62
2019-10-19,7973.63
2019-10-20,8247.25
2019-10-21,8223.25
2019-10-22,8034.5
2019-10-23,7479.54
2019-10-24,7444.2
2019-10-25,8671.1
2019-10-26,9258.98
2019-10-27,9550.6
2019-10-28,9222.23
2019-10-29,9432.86
2019-10-30,9169.86
2019-10-31,9157.52
2019-11-01,9260.59
2019-11-02,9311.99
2019-11-03,9221.61
2019-11-04,9421.54
2019-11-05,9323.61
2019-11-06,9347.27
2019-11-07,9208.52
2019-11-08,8772.31
2019-11-09,8822.19
2019-11-10,9045.85
2019-11-11,8726.31
2019-11-12,8815.14
2019-11-13,8773.82
2019-11-14,8640.42
2019-11-15,8468.57
2019-11-16,8498.94
2019-11-17,8515.28
2019-11-18,8190.16
2019-11-19,8133.57
2019-11-20,8093.6
2019-11-21,7632.59
2019-11-22,7292.2
2019-11-23,7339.24
2019-11-24,6930.09
2019-11-25,7138.23
2019-11-26,7170.11
2019-11-27,7531.5
2019-11-28,7442.33
2019-11-29,7769.38
2019-11-30,7571.77
2019-12-01,7420.53
2019-12-02,7320.94
2019-12-03,7313.64
2019-12-04,7207.78
2019-12-05,7406.75
2019-12-06,7558.58
2019-12-07,7514.86
2019-12-08,7539.7
2019-12-09,7350.62
2019-12-10,7233.84
2019-12-11,7212.01
2019-12-12,7199.39
2019-12-13,7261.72
2019-12-14,7080.29
2019-12-15,7132.39
2019-12-16,6897.33
2019-12-17,6635.84
2019-12-18,7294.53
2019-12-19,7159.26
2019-12-20,7203.41
2019-12-21,7159.47
2019-12-22,7517.58
2019-12-23,7326.6
2019-12-24,7260.91
2019-12-25,7202.72
2019-12-26,7207.23
2019-12-27,7253.82
2019-12-28,7316.23
2019-12-29,7399.49
2019-12-30,7234.44
2019-12-31,7183.88
2020-01-01,7189.94
2020-01-02,6965.72
2020-01-03,7339.7
2020-01-04,7357.5
2020-01-05,7359.96
2020-01-06,7762.69
2020-01-07,8160.36
2020-01-08,8045.15
2020-01-09,7817.35
2020-01-10,8190.31
2020-01-11,8024.58
2020-01-12,8181.49
2020-01-13,8106.56
2020-01-14,8820.95
2020-01-15,8813.21
2020-01-16,8719.63
2020-01-17,8894.83
2020-01-18,8909.28
2020-01-19,8702.59
2020-01-20,8634.03
2020-01-21,8724.84
2020-01-22,8667.26
2020-01-23,8394.28
2020-01-24,8431.78
2020-01-25,8345.88
2020-01-26,8602.37
2020-01-27,8898.94
2020-01-28,9391.97
2020-01-29,9286.18
2020-01-30,9501.38
2020-01-31,9342.23
2020-02-01,9384.45
2020-02-02,9334.25
2020-02-03,9288.96
2020-02-04,9171.98
2020-02-05,9611.42
2020-02-06,9755.84
2020-02-07,9808.36
2020-02-08,9898.25
2020-02-09,10157.78
2020-02-10,9858.03
2020-02-11,10269.43
2020-02-12,10347.93
2020-02-13,10233.32
2020-02-14,10360.37
2020-02-15,9905.43
2020-02-16,9925.51
2020-02-17,9702.48
2020-02-18,10182.6
2020-02-19,9602.43
2020-02-20,9608.8
2020-02-21,9697.86
2020-02-22,9671.46
2020-02-23,9977.39
2020-02-24,9664.21
2020-02-25,9316.18
2020-02-26,8793.5
2020-02-27,8821.5
2020-02-28,8719.29
2020-02-29,8545.45
2020-03-01,8549.38
2020-03-02,8919.74
2020-03-03,8765.68
2020-03-04,8773.78
2020-03-05,9074.82
2020-03-06,9160.39
2020-03-07,8903.72
2020-03-08,8057.67
2020-03-09,7944.4
2020-03-10,7894.66
2020-03-11,7945.36
2020-03-12,4916.78
2020-03-13,5632.58
2020-03-14,5181.77
2020-03-15,5357.02
2020-03-16,5045.0
2020-03-17,5337.66
2020-03-18,5413.06
2020-03-19,6184.88
2020-03-20,6206.44
2020-03-21,6195.43
2020-03-22,5828.15
2020-03-23,6503.53
2020-03-24,6767.18
2020-03-25,6694.21
2020-03-26,6757.95
2020-03-27,6382.8
2020-03-28,6252.49
2020-03-29,5882.2
2020-03-30,6403.31
2020-03-31,6423.61
2020-04-01,6663.63
2020-04-02,6804.42
2020-04-03,6743.68
2020-04-04,6875.95
2020-04-05,6781.64
2020-04-06,7347.22
2020-04-07,7201.57
2020-04-08,7367.37
2020-04-09,7294.55
2020-04-10,6876.49
2020-04-11,6887.6
2020-04-12,6913.76
2020-04-13,6859.43
2020-04-14,6879.44
2020-04-15,6629.54
2020-04-16,7114.55
2020-04-17,7037.12
2020-04-18,7264.29
2020-04-19,7132.88
2020-04-20,6842.45
2020-04-21,6855.11
2020-04-22,7135.41
2020-04-23,7489.25
2020-04-24,7509.44
2020-04-25,7546.92
2020-04-26,7701.35
2020-04-27,7787.41
2020-04-28,7760.32
2020-04-29,8784.96
2020-04-30,8637.56
2020-05-01,8829.12
2020-05-02,8981.11
2020-05-03,8907.19
2020-05-04,8881.65
2020-05-05,9029.75
2020-05-06,9153.2
2020-05-07,9999.93
2020-05-08,9808.18
2020-05-09,9541.13
2020-05-10,8735.05
2020-05-11,8568.88
2020-05-12,8821.18
2020-05-13,9317.44
2020-05-14,9793.19
2020-05-15,9311.69
2020-05-16,9387.08
2020-05-17,9670.56
2020-05-18,9722.73
2020-05-19,9780.2
2020-05-20,9509.45
2020-05-21,9059.11
2020-05-22,9170.74
2020-05-23,9186.19
2020-05-24,8718.49
2020-05-25,8901.48
2020-05-26,8844.5
2020-05-27,9204.62
2020-05-28,9579.71
2020-05-29,9424.62
2020-05-30,9699.78
2020-05-31,9450.47
2020-06-01,10211.23
2020-06-02,9523.75
2020-06-03,9666.06
2020-06-04,9794.55
2020-06-05,9622.02
2020-06-06,9671.46
2020-06-07,9750.7
2020-06-08,9782.58
2020-06-09,9779.7
2020-06-10,9891.84
2020-06-11,9268.13
2020-06-12,9464.23
2020-06-13,9474.65
2020-06-14,9333.7
2020-06-15,9429.65
2020-06-16,9526.7
2020-06-17,9459.13
2020-06-18,9380.67
2020-06-19,9301.83
2020-06-20,9359.18
2020-06-21,9292.81
2020-06-22,9691.61
2020-06-23,9624.3
2020-06-24,9292.94
2020-06-25,9241.32
2020-06-26,9158.07
2020-06-27,9007.14
2020-06-28,9120.39
2020-06-29,9187.07
2020-06-30,9136.47
2020-07-01,9238.89
2020-07-02,9092.8
2020-07-03,9066.46
2020-07-04,9142.2
2020-07-05,9081.44
2020-07-06,9347.05
2020-07-07,9257.32
2020-07-08,9439.2
2020-07-09,9238.95
2020-07-10,9288.57
2020-07-11,9237.13
2020-07-12,9300.95
2020-07-13,9237.89
2020-07-14,9256.07
2020-07-15,9193.22
2020-07-16,9133.23
2020-07-17,9156.79
2020-07-18,9177.22
2020-07-19,9216.02
2020-07-20,9164.42
2020-07-21,9392.83
2020-07-22,9537.24
2020-07-23,9615.21
2020-07-24,9550.23
2020-07-25,9708.41
2020-07-26,9942.01
2020-07-27,11042.94
2020-07-28,10933.26
2020-07-29,11112.04
2020-07-30,11113.66
2020-07-31,11352.72
2020-08-01,11812.42
2020-08-02,11063.5
2020-08-03,11234.73
2020-08-04,11194.18
2020-08-05,11752.05
2020-08-06,11771.27
2020-08-07,11603.82
2020-08-08,11770.77
2020-08-09,11686.34
2020-08-10,11897.41
2020-08-11,11389.01
2020-08-12,11570.19
2020-08-13,11790.68
2020-08-14,11774.52
2020-08-15,11860.91
2020-08-16,11917.97
2020-08-17,12301.19
2020-08-18,11956.69
2020-08-19,11760.37
2020-08-20,11863.43
2020-08-21,11527.35
2020-08-22,11670.42
2020-08-23,11651.52
2020-08-24,11756.4
2020-08-25,11330.56
2020-08-26,11466.89
2020-08-27,11331.02
2020-08-28,11535.21
2020-08-29,11480.48
2020-08-30,11716.54
2020-08-31,11657.81
2020-09-01,11926.69
2020-09-02,11397.9
2020-09-03,10174.62
2020-09-04,10467.33
2020-09-05,10167.97
2020-09-06,10260.37
2020-09-07,10379.08
2020-09-08,10128.54
2020-09-09,10228.85
2020-09-10,10345.68
2020-09-11,10398.5
2020-09-12,10448.0
2020-09-13,10332.36
2020-09-14,10678.31
2020-09-15,10786.7
2020-09-16,10957.1
2020-09-17,10945.14
2020-09-18,10937.89
2020-09-19,11083.61
2020-09-20,10921.85
2020-09-21,10418.14
2020-09-22,10534.73
2020-09-23,10238.09
2020-09-24,10742.98
2020-09-25,10694.12
2020-09-26,10734.23
2020-09-27,10781.47
2020-09-28,10699.0
2020-09-29,10841.29
2020-09-30,10779.42
2020-10-01,10622.79
2020-10-02,10576.64
2020-10-03,10552.04
2020-10-04,10675.52
2020-10-05,10795.11
2020-10-06,10603.9
2020-10-07,10672.67
2020-10-08,10929.4
2020-10-09,11058.78
2020-10-10,11301.57
2020-10-11,11375.51
2020-10-12,11539.76
2020-10-13,11427.29
2020-10-14,11429.3
2020-10-15,11508.31
2020-10-16,11326.25
2020-10-17,11367.65
2020-10-18,11513.33
2020-10-19,11756.88
2020-10-20,11921.78
2020-10-21,12813.11
2020-10-22,12990.25
2020-10-23,12937.2
2020-10-24,13126.13
2020-10-25,13041.21
2020-10-26,13069.43
2020-10-27,13646.02
2020-10-28,13285.97
2020-10-29,13462.18
2020-10-30,13565.95
2020-10-31,13803.41
2020-11-01,13761.72
2020-11-02,13571.24
2020-11-03,14023.78
2020-11-04,14157.73
2020-11-05,15599.92
2020-11-06,15590.62
2020-11-07,14838.16
2020-11-08,15488.25
2020-11-09,15335.03
2020-11-10,15313.73
2020-11-11,15707.08
2020-11-12,16306.53
2020-11-13,16332.85
2020-11-14,16075.95
2020-11-15,15964.7
2020-11-16,16721.46
2020-11-17,17681.54
2020-11-18,17786.27
2020-11-19,17824.64
2020-11-20,18672.78
2020-11-21,18704.06
2020-11-22,18430.59
2020-11-23,18385.74
2020-11-24,19157.16
2020-11-25,18725.76
2020-11-26,17175.86
2020-11-27,17155.0
2020-11-28,17739.9
2020-11-29,18199.23
2020-11-30,19686.87
2020-12-01,18792.03
2020-12-02,19226.19
2020-12-03,19448.44
2020-12-04,18665.0
2020-12-05,19156.84
2020-12-06,19378.94
2020-12-07,19181.41
2020-12-08,18323.52
2020-12-09,18549.92
2020-12-10,18250.47
2020-12-11,18034.86
2020-12-12,18814.98
2020-12-13,19169.05
2020-12-14,19274.69
2020-12-15,19441.96
2020-12-16,21352.13
2020-12-17,22822.17
2020-12-18,23135.57
2020-12-19,23844.72
2020-12-20,23467.06
2020-12-21,22727.13
2020-12-22,23823.32
2020-12-23,23239.5
2020-12-24,23724.2
2020-12-25,24707.98
2020-12-26,26445.7
2020-12-27,26249.27
2020-12-28,27039.45
2020-12-29,27360.78
2020-12-30,28889.61
2020-12-31,28972.4
